"order","trial_type","card_type","guess_type","card","guess","sid","age","feedback","judgment","correction","response","critical","dv_type","age_category"
2,"X.Z","X","Z","CAT","dog","2017-05-31-14-42",1895,"D","N","0","No",0,2,"Children"
3,"XY.XandY","XY","XandY","CAT-ELE","cat and elephant","2017-05-31-14-42",1895,"J","Y","0","Yes",1,2,"Children"
4,"X.XandY","X","XandY","CAT","cat and dog","2017-05-31-14-42",1895,"C","N","E","Yes",1,2,"Children"
5,"XY.XandY","XY","XandY","CAT-DOG","cat and dog","2017-05-31-14-42",1895,"J","Y","0","Yes",1,2,"Children"
6,"X.XorY","X","XorY","ELE","cat or elephant","2017-05-31-14-42",1895,"D","0","0","Yes",1,2,"Children"
7,"XY.XorY","XY","XorY","CAT-DOG","cat or dog","2017-05-31-14-42",1895,"C","0","I","No",1,2,"Children"
8,"X.Z","X","Z","DOG","elephant","2017-05-31-14-42",1895,"D","N","0","No",0,2,"Children"
9,"X.XandY","X","XandY","DOG","cat and dog","2017-05-31-14-42",1895,"C","0","E","No",1,2,"Children"
10,"X.XorY","X","XorY","ELE","dog or elephant","2017-05-31-14-42",1895,"D","0","0","Yes",1,2,"Children"
11,"X.X","X","X","DOG","dog","2017-05-31-14-42",1895,"J","Y","0","Yes",0,2,"Children"
12,"XY.Z","XY","Z","DOG-ELE","cat","2017-05-31-14-42",1895,"D","N","0","No",0,2,"Children"
13,"XY.Z","XY","Z","CAT-DOG","elephant","2017-05-31-14-42",1895,"D","N","0","No",0,2,"Children"
14,"XY.X","XY","X","CAT-DOG","cat","2017-05-31-14-42",1895,"D","N","0","Yes",0,2,"Children"
15,"XY.XorY","XY","XorY","DOG-ELE","dog or elephant","2017-05-31-14-42",1895,"C","0","I","Yes",1,2,"Children"
16,"XY.X","XY","X","CAT-ELE","elephant","2017-05-31-14-42",1895,"D","0","0","Yes",0,2,"Children"
1,"X.Z","X","Z","ELE","cat","2017-06-09-13-53",1568,"J","N","0","No",0,2,"Children"
2,"X.X","X","X","CAT","cat","2017-06-09-13-53",1568,"J","Y","0","Yes",0,2,"Children"
3,"X.XandY","X","XandY","ELE","cat and elephant","2017-06-09-13-53",1568,"D","N","0","No",1,2,"Children"
4,"X.XorY","X","XorY","DOG","dog or elephant","2017-06-09-13-53",1568,"D","0","0","No",1,2,"Children"
5,"XY.XandY","XY","XandY","DOG-ELE","dog and elephant","2017-06-09-13-53",1568,"J","Y","0","Yes",1,2,"Children"
6,"X.XandY","X","XandY","DOG","cat and dog","2017-06-09-13-53",1568,"D","N","0","No",1,2,"Children"
7,"X.Z","X","Z","DOG","cat","2017-06-09-13-53",1568,"D","N","0","No",0,2,"Children"
8,"XY.XandY","XY","XandY","CAT-ELE","cat and elephant","2017-06-09-13-53",1568,"J","Y","0","Yes",1,2,"Children"
9,"XY.X","XY","X","CAT-ELE","elephant","2017-06-09-13-53",1568,"D","N","0","No",0,2,"Children"
10,"X.XorY","X","XorY","CAT","cat or elephant","2017-06-09-13-53",1568,"D","N","0","No",1,2,"Children"
11,"XY.XorY","XY","XorY","DOG-ELE","dog or elephant","2017-06-09-13-53",1568,"J","Y","0","Yes",1,2,"Children"
12,"XY.X","XY","X","CAT-ELE","cat","2017-06-09-13-53",1568,"D","N","0","No",0,2,"Children"
13,"XY.Z","XY","Z","CAT-DOG","elephant","2017-06-09-13-53",1568,"D","N","0","No",0,2,"Children"
14,"XY.XorY","XY","XorY","CAT-DOG","cat or dog","2017-06-09-13-53",1568,"J","Y","0","Yes",1,2,"Children"
15,"X.X","X","X","DOG","dog","2017-06-09-13-53",1568,"J","Y","0","Yes",0,2,"Children"
16,"XY.Z","XY","Z","DOG-ELE","cat","2017-06-09-13-53",1568,"J","N","0","No",0,2,"Children"
1,"X.Z","X","Z","DOG","cat","2017-05-31-15-33",1693,"J","N","0","No",0,2,"Children"
2,"X.X","X","X","DOG","dog","2017-05-31-15-33",1693,"J","Y","0","Yes",0,2,"Children"
3,"XY.XandY","XY","XandY","CAT-ELE","cat and elephant","2017-05-31-15-33",1693,"J","Y","0","Yes",1,2,"Children"
4,"XY.Z","XY","Z","CAT-ELE","dog","2017-05-31-15-33",1693,"J","N","0","No",0,2,"Children"
5,"X.XandY","X","XandY","ELE","dog and elephant","2017-05-31-15-33",1693,"C","N","E","Yes",1,2,"Children"
6,"XY.X","XY","X","DOG-ELE","elephant","2017-05-31-15-33",1693,"C","Y","I","Yes",0,2,"Children"
7,"X.XorY","X","XorY","DOG","dog or elephant","2017-05-31-15-33",1693,"D","0","0","Yes",1,2,"Children"
8,"X.Z","X","Z","DOG","elephant","2017-05-31-15-33",1693,"J","N","0","No",0,2,"Children"
9,"X.XorY","X","XorY","CAT","cat or dog","2017-05-31-15-33",1693,"D","0","0","Yes",1,2,"Children"
10,"X.XandY","X","XandY","DOG","dog and elephant","2017-05-31-15-33",1693,"C","0","E","Yes",1,2,"Children"
11,"XY.X","XY","X","DOG-ELE","dog","2017-05-31-15-33",1693,"C","Y","I","Yes",0,2,"Children"
12,"XY.Z","XY","Z","CAT-DOG","elephant","2017-05-31-15-33",1693,"D","N","0","No",0,2,"Children"
13,"XY.XorY","XY","XorY","DOG-ELE","dog or elephant","2017-05-31-15-33",1693,"C","0","I","Yes",1,2,"Children"
14,"XY.XorY","XY","XorY","CAT-DOG","cat or dog","2017-05-31-15-33",1693,"C","0","I","Yes",1,2,"Children"
15,"X.X","X","X","ELE","elephant","2017-05-31-15-33",1693,"J","Y","0","Yes",0,2,"Children"
16,"XY.XandY","XY","XandY","DOG-ELE","dog and elephant","2017-05-31-15-33",1693,"J","Y","0","Yes",1,2,"Children"
1,"X.X","X","X","DOG","dog","2017-06-01-9-41",1373,"J","Y","0","Yes",0,2,"Children"
2,"X.Z","X","Z","ELE","dog","2017-06-01-9-41",1373,"J","N","0","No",0,2,"Children"
3,"X.XorY","X","XorY","DOG","dog or elephant","2017-06-01-9-41",1373,"D","N","0","Yes",1,2,"Children"
4,"XY.X","XY","X","DOG-ELE","elephant","2017-06-01-9-41",1373,"J","N","0","No",0,2,"Children"
5,"XY.XorY","XY","XorY","CAT-DOG","cat or dog","2017-06-01-9-41",1373,"C","0","I","Yes",1,2,"Children"
6,"XY.Z","XY","Z","CAT-ELE","dog","2017-06-01-9-41",1373,"D","N","0","No",0,2,"Children"
7,"X.XorY","X","XorY","ELE","cat or elephant","2017-06-01-9-41",1373,"D","0","0","Yes",1,2,"Children"
8,"XY.Z","XY","Z","CAT-DOG","elephant","2017-06-01-9-41",1373,"C","N","I","Yes",0,2,"Children"
9,"XY.XorY","XY","XorY","DOG-ELE","dog or elephant","2017-06-01-9-41",1373,"C","N","I","Yes",1,2,"Children"
10,"X.X","X","X","CAT","cat","2017-06-01-9-41",1373,"J","Y","0","Yes",0,2,"Children"
11,"X.XandY","X","XandY","ELE","dog and elephant","2017-06-01-9-41",1373,"C","N","E","Yes",1,2,"Children"
12,"XY.X","XY","X","DOG-ELE","dog","2017-06-01-9-41",1373,"D","N","0","Yes",0,2,"Children"
13,"XY.XandY","XY","XandY","CAT-ELE","cat and elephant","2017-06-01-9-41",1373,"J","Y","0","Yes",1,2,"Children"
14,"X.XandY","X","XandY","CAT","cat and elephant","2017-06-01-9-41",1373,"D","N","0","Yes",1,2,"Children"
15,"X.Z","X","Z","DOG","elephant","2017-06-01-9-41",1373,"D","N","0","Yes",0,2,"Children"
16,"XY.XandY","XY","XandY","CAT-DOG","cat and dog","2017-06-01-9-41",1373,"J","Y","0","Yes",1,2,"Children"
1,"X.X","X","X","ELE","elephant","2017-06-01-9-56",1812,"J","Y","0","Yes",0,2,"Children"
2,"X.Z","X","Z","DOG","elephant","2017-06-01-9-56",1812,"D","0","0","No",0,2,"Children"
3,"X.XandY","X","XandY","ELE","dog and elephant","2017-06-01-9-56",1812,"C","0","E","No",1,2,"Children"
4,"X.XorY","X","XorY","CAT","cat or elephant","2017-06-01-9-56",1812,"D","0","0","Yes",1,2,"Children"
5,"X.XandY","X","XandY","DOG","cat and dog","2017-06-01-9-56",1812,"D","0","0","Yes",1,2,"Children"
6,"XY.XorY","XY","XorY","DOG-ELE","dog or elephant","2017-06-01-9-56",1812,"C","0","I","Yes",1,2,"Children"
7,"XY.XorY","XY","XorY","CAT-ELE","cat or elephant","2017-06-01-9-56",1812,"C","0","I","Yes",1,2,"Children"
8,"X.Z","X","Z","CAT","elephant","2017-06-01-9-56",1812,"D","0","0","No",0,2,"Children"
9,"XY.Z","XY","Z","CAT-DOG","elephant","2017-06-01-9-56",1812,"D","N","0","No",0,2,"Children"
10,"X.XorY","X","XorY","ELE","dog or elephant","2017-06-01-9-56",1812,"D","0","0","Yes",1,2,"Children"
11,"XY.Z","XY","Z","DOG-ELE","cat","2017-06-01-9-56",1812,"D","N","0","No",0,2,"Children"
12,"XY.X","XY","X","CAT-ELE","elephant","2017-06-01-9-56",1812,"D","0","0","Yes",0,2,"Children"
13,"XY.XandY","XY","XandY","CAT-DOG","cat and dog","2017-06-01-9-56",1812,"J","Y","0","Yes",1,2,"Children"
14,"XY.X","XY","X","DOG-ELE","dog","2017-06-01-9-56",1812,"D","0","0","Yes",0,2,"Children"
15,"X.X","X","X","DOG","dog","2017-06-01-9-56",1812,"J","Y","0","Yes",0,2,"Children"
16,"XY.XandY","XY","XandY","CAT-ELE","cat and elephant","2017-06-01-9-56",1812,"J","Y","0","Yes",1,2,"Children"
1,"X.Z","X","Z","DOG","elephant","2017-06-01-10-18",1291,"D","N","0","No",0,2,"Children"
2,"X.X","X","X","DOG","dog","2017-06-01-10-18",1291,"D","0","0","Yes",0,2,"Children"
3,"XY.XandY","XY","XandY","CAT-ELE","cat and elephant","2017-06-01-10-18",1291,"D","Y","0","Yes",1,2,"Children"
4,"X.XorY","X","XorY","CAT","cat or elephant","2017-06-01-10-18",1291,"J","N","0","No",1,2,"Children"
5,"X.Z","X","Z","CAT","dog","2017-06-01-10-18",1291,"D","N","0","No",0,2,"Children"
6,"XY.X","XY","X","CAT-DOG","cat","2017-06-01-10-18",1291,"J","Y","0","Yes",0,2,"Children"
7,"XY.Z","XY","Z","DOG-ELE","cat","2017-06-01-10-18",1291,"J","N","0","No",0,2,"Children"
8,"X.XorY","X","XorY","ELE","cat or elephant","2017-06-01-10-18",1291,"J","N","0","No",1,2,"Children"
9,"XY.XandY","XY","XandY","CAT-DOG","cat and dog","2017-06-01-10-18",1291,"D","0","0","Yes",1,2,"Children"
10,"XY.X","XY","X","DOG-ELE","dog","2017-06-01-10-18",1291,"C","0","I","Yes",0,2,"Children"
11,"X.XandY","X","XandY","DOG","dog and elephant","2017-06-01-10-18",1291,"J","N","0","No",1,2,"Children"
12,"X.XandY","X","XandY","CAT","cat and elephant","2017-06-01-10-18",1291,"D","N","0","No",1,2,"Children"
13,"XY.XorY","XY","XorY","CAT-ELE","cat or elephant","2017-06-01-10-18",1291,"D","0","0","Yes",1,2,"Children"
14,"X.X","X","X","ELE","elephant","2017-06-01-10-18",1291,"J","Y","0","Yes",0,2,"Children"
15,"XY.XorY","XY","XorY","CAT-DOG","cat or dog","2017-06-01-10-18",1291,"D","0","0","Yes",1,2,"Children"
16,"XY.Z","XY","Z","CAT-ELE","dog","2017-06-01-10-18",1291,"J","N","0","No",0,2,"Children"
